complaint_id,complaint_date,market,channel,product_line,root_cause,severity,resolution_days,resolved,escalated_to_regulator,repeat_complaint
C102480,2024-01-07,US,Email,Billing & Statements,Billing/charge discrepancy,Medium,2.2,False,False,False
C102192,2024-01-07,MX,Call,Travel & Lifestyle,Billing/charge discrepancy,Medium,2.4,True,True,False
C116786,2024-01-07,IN,Chat,Rewards & Membership,Delayed dispute resolution,Medium,10.7,True,False,False
C110865,2024-01-07,UK,Call,Billing & Statements,Rewards/points not credited,Medium,2.6,True,False,False
C141357,2024-01-07,IN,Call,Digital/App,Other,Low,2.7,True,False,False
C108785,2024-01-07,IN,Social,Merchant Services,Fraud/unauthorized charge handling,Low,15.9,True,False,False
C134809,2024-01-07,IN,Email,Card Services,Delayed dispute resolution,Low,5.3,True,False,True
C139072,2024-01-07,US,Email,Merchant Services,Agent miscommunication,High,7.2,True,True,False
C130451,2024-01-07,US,Call,Rewards & Membership,App/digital platform bug,Medium,3.7,True,False,False
C139065,2024-01-07,UK,Email,Merchant Services,Delayed dispute resolution,Low,7.7,True,True,False
C106187,2024-01-07,US,Email,Billing & Statements,Billing/charge discrepancy,High,0.8,True,True,False
C105857,2024-01-07,MX,Email,Digital/App,Delayed dispute resolution,Medium,9.3,True,False,False
C125060,2024-01-07,UK,Call,Billing & Statements,App/digital platform bug,Low,12.1,True,False,False
C134002,2024-01-07,AU,Email,Merchant Services,Billing/charge discrepancy,Low,4.0,False,False,False
C123252,2024-01-07,IN,Email,Billing & Statements,Billing/charge discrepancy,Low,1.8,True,False,False
C144945,2024-01-07,SG,Call,Travel & Lifestyle,Delayed dispute resolution,Low,2.0,True,False,False
C146107,2024-01-07,US,Call,Card Services,Fraud/unauthorized charge handling,Low,9.1,True,False,False
C108065,2024-01-07,IN,Call,Rewards & Membership,Billing/charge discrepancy,Medium,4.6,True,False,False
C149563,2024-01-07,UK,Chat,Merchant Services,Delayed dispute resolution,Low,17.8,False,False,False
C104529,2024-01-07,AU,Call,Rewards & Membership,Delayed dispute resolution,Low,12.6,True,False,False
C101202,2024-01-07,SG,Chat,Rewards & Membership,Billing/charge discrepancy,Medium,1.4,True,False,False
C148808,2024-01-07,UK,Chat,Travel & Lifestyle,Agent miscommunication,Medium,2.3,True,False,False
C145133,2024-01-07,US,Call,Card Services,Fraud/unauthorized charge handling,Medium,4.5,True,False,False
C112782,2024-01-07,US,Call,Card Services,Privacy/data handling concern,High,1.3,True,True,True
C122834,2024-01-07,IN,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,High,10.8,True,False,True
C114042,2024-01-07,MX,Email,Travel & Lifestyle,Billing/charge discrepancy,Medium,2.7,True,False,True
C114572,2024-01-07,UK,Chat,Rewards & Membership,Privacy/data handling concern,Low,1.7,True,False,False
C138122,2024-01-07,US,Chat,Rewards & Membership,Billing/charge discrepancy,Low,0.4,True,False,False
C145178,2024-01-08,IN,Call,Digital/App,Billing/charge discrepancy,Low,3.8,True,False,False
C128719,2024-01-08,AU,Chat,Digital/App,Agent miscommunication,High,0.8,False,True,True
C147634,2024-01-08,US,Email,Billing & Statements,Agent miscommunication,Low,1.8,True,False,False
C117754,2024-01-08,UK,Chat,Travel & Lifestyle,Billing/charge discrepancy,Medium,2.2,True,False,True
C135431,2024-01-08,AU,Call,Digital/App,Agent miscommunication,Low,7.9,True,False,False
C115561,2024-01-08,SG,Social,Merchant Services,Delayed dispute resolution,Medium,17.4,False,False,False
C103964,2024-01-08,IN,Call,Card Services,Other,Low,1.0,True,False,False
C104267,2024-01-08,AU,Call,Digital/App,Privacy/data handling concern,Medium,1.6,True,True,True
C111989,2024-01-08,AU,Call,Card Services,Privacy/data handling concern,Medium,2.7,True,False,True
C136848,2024-01-08,SG,Chat,Rewards & Membership,Agent miscommunication,Low,3.0,True,False,False
C126435,2024-01-08,US,Email,Card Services,App/digital platform bug,Low,12.3,True,False,False
C121136,2024-01-08,AU,Chat,Travel & Lifestyle,Billing/charge discrepancy,Low,0.8,True,False,False
C107262,2024-01-08,US,Call,Billing & Statements,Privacy/data handling concern,Low,1.3,True,True,False
C107949,2024-01-08,UK,Chat,Merchant Services,Privacy/data handling concern,Low,1.7,True,False,False
C105323,2024-01-08,US,Email,Billing & Statements,Delayed dispute resolution,Low,6.2,True,False,False
C102729,2024-01-08,US,Email,Travel & Lifestyle,Fraud/unauthorized charge handling,High,7.1,True,False,False
C127303,2024-01-08,US,Social,Travel & Lifestyle,Agent miscommunication,Low,1.4,True,False,False
C135854,2024-01-08,US,Call,Card Services,Billing/charge discrepancy,Low,0.8,True,False,False
C149877,2024-01-08,SG,Chat,Travel & Lifestyle,Agent miscommunication,Low,6.4,True,False,False
C149574,2024-01-08,IN,Chat,Billing & Statements,Delayed dispute resolution,Medium,2.2,True,False,False
C116231,2024-01-08,SG,Chat,Billing & Statements,Rewards/points not credited,Medium,1.3,True,False,False
C148797,2024-01-08,AU,Email,Digital/App,Billing/charge discrepancy,Low,2.7,True,False,False
C108677,2024-01-08,AU,Chat,Digital/App,Fraud/unauthorized charge handling,Low,5.7,True,False,False
C118309,2024-01-08,AU,Chat,Rewards & Membership,Delayed dispute resolution,Low,1.4,True,False,False
C144143,2024-01-08,CA,Email,Rewards & Membership,Delayed dispute resolution,Low,8.2,True,True,False
C116109,2024-01-08,US,Email,Travel & Lifestyle,Agent miscommunication,Low,4.2,True,False,False
C140552,2024-01-08,UK,Call,Card Services,Billing/charge discrepancy,High,4.6,True,False,False
C116058,2024-01-08,SG,Email,Rewards & Membership,Delayed dispute resolution,Low,7.4,True,False,False
C121301,2024-01-08,SG,Call,Merchant Services,Delayed dispute resolution,Low,6.1,True,False,False
C145764,2024-01-08,US,Call,Card Services,App/digital platform bug,Low,3.4,True,False,False
C120937,2024-01-08,US,Call,Billing & Statements,Billing/charge discrepancy,Low,5.7,True,False,False
C116028,2024-01-08,UK,Email,Billing & Statements,Billing/charge discrepancy,Medium,6.1,True,False,False
C114429,2024-01-08,IN,Call,Travel & Lifestyle,Agent miscommunication,Low,1.7,True,False,False
C100937,2024-01-08,US,Call,Billing & Statements,Delayed dispute resolution,High,5.0,True,True,False
C127619,2024-01-08,US,Chat,Card Services,Privacy/data handling concern,High,7.0,True,False,False
C137077,2024-01-08,UK,Chat,Merchant Services,Rewards/points not credited,Medium,1.5,True,False,False
C144985,2024-01-08,US,Call,Merchant Services,Billing/charge discrepancy,High,1.5,True,False,False
C137639,2024-01-08,CA,Chat,Billing & Statements,Other,Low,2.9,True,False,False
C115192,2024-01-08,CA,Call,Travel & Lifestyle,Rewards/points not credited,High,4.2,True,False,False
C132975,2024-01-08,MX,Call,Billing & Statements,Delayed dispute resolution,High,15.8,True,True,False
C142037,2024-01-08,SG,Email,Card Services,Billing/charge discrepancy,Low,6.0,True,False,True
C129548,2024-01-08,UK,Chat,Rewards & Membership,App/digital platform bug,Low,15.0,True,False,False
C101672,2024-01-08,UK,Call,Billing & Statements,Rewards/points not credited,Medium,3.0,True,False,False
C109624,2024-01-08,CA,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,Medium,14.1,True,False,False
C119369,2024-01-08,IN,Call,Card Services,Delayed dispute resolution,Low,3.6,True,False,False
C129010,2024-01-08,SG,Chat,Merchant Services,App/digital platform bug,Low,24.1,True,True,False
C119089,2024-01-08,AU,Chat,Travel & Lifestyle,Fraud/unauthorized charge handling,High,12.0,True,False,False
C119118,2024-01-08,US,Call,Rewards & Membership,Billing/charge discrepancy,Medium,1.8,True,False,False
C137730,2024-01-08,UK,Call,Digital/App,Fraud/unauthorized charge handling,Low,0.8,True,False,False
C125407,2024-01-08,IN,Email,Billing & Statements,Billing/charge discrepancy,Low,1.1,True,False,False
C103395,2024-01-08,IN,Call,Billing & Statements,Billing/charge discrepancy,Low,3.0,True,False,False
C106628,2024-01-08,AU,Call,Rewards & Membership,Delayed dispute resolution,Low,6.3,True,False,False
C101180,2024-01-08,UK,Chat,Card Services,Agent miscommunication,Medium,7.0,True,False,False
C129351,2024-01-08,IN,Chat,Merchant Services,Delayed dispute resolution,Low,7.3,True,False,True
C137557,2024-01-08,US,Call,Billing & Statements,Delayed dispute resolution,Medium,3.0,True,False,False
C139891,2024-01-09,CA,Call,Merchant Services,Agent miscommunication,Low,2.2,True,False,True
C121613,2024-01-09,UK,Social,Billing & Statements,Billing/charge discrepancy,Low,2.3,True,False,False
C129556,2024-01-09,IN,Call,Billing & Statements,Fraud/unauthorized charge handling,High,23.3,True,True,False
C134088,2024-01-09,IN,Call,Travel & Lifestyle,Rewards/points not credited,High,8.8,True,False,False
C129993,2024-01-09,US,Email,Rewards & Membership,Billing/charge discrepancy,Low,1.5,True,False,False
C123997,2024-01-09,UK,Email,Card Services,Delayed dispute resolution,Low,9.7,True,False,False
C145703,2024-01-09,US,Email,Rewards & Membership,Rewards/points not credited,Medium,3.5,True,False,False
C122001,2024-01-09,UK,Call,Merchant Services,App/digital platform bug,Low,9.1,True,False,False
C110987,2024-01-09,MX,Chat,Rewards & Membership,App/digital platform bug,Medium,8.9,True,True,False
C120542,2024-01-09,AU,Chat,Rewards & Membership,Other,Low,1.9,True,False,False
C134722,2024-01-09,AU,Call,Digital/App,Agent miscommunication,Low,4.0,True,False,False
C129850,2024-01-09,US,Call,Card Services,Rewards/points not credited,Low,5.5,True,False,False
C120327,2024-01-09,UK,Email,Travel & Lifestyle,Delayed dispute resolution,Medium,6.3,True,False,False
C120032,2024-01-09,AU,Chat,Merchant Services,Rewards/points not credited,Low,5.4,True,False,False
C112857,2024-01-09,IN,Email,Card Services,Fraud/unauthorized charge handling,Medium,0.7,True,False,False
C143958,2024-01-09,IN,Call,Card Services,App/digital platform bug,Low,17.3,True,False,False
C146263,2024-01-09,CA,Email,Digital/App,Delayed dispute resolution,Medium,8.2,True,False,False
C107643,2024-01-09,MX,Call,Billing & Statements,Billing/charge discrepancy,Low,1.3,False,False,False
C142641,2024-01-09,MX,Call,Rewards & Membership,Agent miscommunication,Low,7.3,True,False,False
C135990,2024-01-09,IN,Call,Travel & Lifestyle,Other,Low,5.2,True,False,True
C108340,2024-01-09,US,Email,Travel & Lifestyle,Billing/charge discrepancy,Low,8.8,True,False,False
C118292,2024-01-09,SG,Email,Merchant Services,Billing/charge discrepancy,Low,1.9,True,False,True
C141338,2024-01-09,US,Email,Digital/App,Delayed dispute resolution,Low,5.6,True,False,False
C125199,2024-01-09,US,Chat,Merchant Services,Delayed dispute resolution,Low,12.1,True,False,True
C114666,2024-01-09,US,Chat,Digital/App,Delayed dispute resolution,Medium,4.1,True,False,False
C100367,2024-01-09,AU,Call,Travel & Lifestyle,Privacy/data handling concern,High,3.0,True,True,True
C126319,2024-01-09,US,Call,Digital/App,Delayed dispute resolution,Medium,12.0,True,False,False
C119638,2024-01-09,US,Call,Merchant Services,App/digital platform bug,Low,1.5,True,False,False
C144204,2024-01-09,US,Call,Travel & Lifestyle,App/digital platform bug,Medium,5.1,True,False,False
C118589,2024-01-09,US,Chat,Rewards & Membership,Fraud/unauthorized charge handling,Low,5.6,True,False,False
C102461,2024-01-09,IN,Call,Travel & Lifestyle,Rewards/points not credited,Medium,4.8,False,False,False
C139466,2024-01-09,UK,Social,Rewards & Membership,Billing/charge discrepancy,Medium,2.5,True,False,False
C131291,2024-01-09,SG,Social,Merchant Services,App/digital platform bug,Low,4.3,True,False,False
C112014,2024-01-09,UK,Email,Merchant Services,Agent miscommunication,Medium,5.9,True,False,False
C113355,2024-01-09,UK,Call,Travel & Lifestyle,Other,Low,1.2,True,False,False
C136934,2024-01-09,US,Chat,Billing & Statements,Billing/charge discrepancy,Medium,2.7,True,False,False
C129291,2024-01-09,IN,Chat,Digital/App,App/digital platform bug,Low,16.8,True,False,False
C118858,2024-01-09,AU,Call,Rewards & Membership,Billing/charge discrepancy,Low,4.8,True,False,False
C122251,2024-01-09,US,Chat,Merchant Services,Billing/charge discrepancy,Medium,5.5,True,False,False
C139126,2024-01-09,US,Chat,Billing & Statements,Delayed dispute resolution,Medium,11.7,True,False,True
C109545,2024-01-09,SG,Social,Card Services,Delayed dispute resolution,Low,14.5,True,False,True
C114423,2024-01-09,US,Chat,Rewards & Membership,Billing/charge discrepancy,Low,4.9,True,False,False
C144552,2024-01-09,AU,Call,Card Services,App/digital platform bug,High,5.7,True,False,False
C100814,2024-01-09,SG,Social,Billing & Statements,Fraud/unauthorized charge handling,Medium,11.3,True,False,False
C145950,2024-01-10,US,Chat,Travel & Lifestyle,Delayed dispute resolution,High,6.1,True,False,False
C139199,2024-01-10,MX,Call,Card Services,Delayed dispute resolution,Low,5.9,True,False,False
C121280,2024-01-10,US,Call,Travel & Lifestyle,Delayed dispute resolution,Low,4.9,True,False,False
C144489,2024-01-10,US,Chat,Merchant Services,App/digital platform bug,Medium,12.3,True,False,False
C115586,2024-01-10,MX,Chat,Billing & Statements,Billing/charge discrepancy,Low,2.7,True,False,False
C127315,2024-01-10,IN,Call,Billing & Statements,Rewards/points not credited,Medium,4.2,True,False,False
C136915,2024-01-10,IN,Email,Rewards & Membership,Agent miscommunication,Low,17.4,True,False,False
C121217,2024-01-10,CA,Call,Rewards & Membership,Rewards/points not credited,Medium,3.2,True,False,False
C113318,2024-01-10,MX,Call,Digital/App,Fraud/unauthorized charge handling,Medium,4.7,True,False,False
C123662,2024-01-10,AU,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,High,6.1,True,False,False
C133023,2024-01-10,UK,Email,Rewards & Membership,Billing/charge discrepancy,Low,2.4,True,False,False
C112456,2024-01-10,UK,Email,Digital/App,Delayed dispute resolution,High,4.4,True,False,False
C113766,2024-01-10,IN,Call,Billing & Statements,App/digital platform bug,Low,4.1,True,False,False
C114404,2024-01-10,SG,Call,Billing & Statements,Fraud/unauthorized charge handling,Medium,10.6,True,False,True
C139088,2024-01-10,US,Social,Rewards & Membership,Billing/charge discrepancy,Low,2.9,True,False,False
C137394,2024-01-10,SG,Email,Rewards & Membership,Delayed dispute resolution,Low,5.1,False,False,False
C138199,2024-01-10,IN,Chat,Travel & Lifestyle,Billing/charge discrepancy,Low,0.3,True,False,False
C100975,2024-01-10,UK,Email,Travel & Lifestyle,Billing/charge discrepancy,Medium,6.9,True,False,False
C123260,2024-01-10,AU,Email,Card Services,Billing/charge discrepancy,Low,5.7,False,False,False
C120429,2024-01-10,US,Chat,Billing & Statements,Billing/charge discrepancy,Low,1.4,True,False,False
C137238,2024-01-10,US,Email,Merchant Services,Rewards/points not credited,Medium,3.7,True,False,False
C104894,2024-01-10,UK,Chat,Billing & Statements,Billing/charge discrepancy,Medium,5.6,True,False,False
C126396,2024-01-10,US,Call,Travel & Lifestyle,Billing/charge discrepancy,Low,2.8,True,False,False
C132331,2024-01-10,CA,Chat,Digital/App,Other,Medium,2.0,True,False,False
C123358,2024-01-10,MX,Email,Rewards & Membership,Delayed dispute resolution,Low,17.5,True,False,False
C121730,2024-01-10,US,Call,Merchant Services,Billing/charge discrepancy,Low,4.9,True,False,False
C125176,2024-01-10,CA,Social,Rewards & Membership,Delayed dispute resolution,High,14.6,True,False,False
C146415,2024-01-10,US,Chat,Merchant Services,Delayed dispute resolution,High,2.9,True,False,False
C126655,2024-01-10,US,Email,Billing & Statements,Agent miscommunication,Medium,1.5,True,False,False
C138796,2024-01-10,US,Social,Travel & Lifestyle,Rewards/points not credited,Medium,1.7,True,False,True
C129688,2024-01-10,UK,Chat,Rewards & Membership,App/digital platform bug,Medium,13.7,True,False,False
C103367,2024-01-10,SG,Social,Travel & Lifestyle,Delayed dispute resolution,Medium,8.1,True,False,False
C128793,2024-01-10,UK,Call,Digital/App,Agent miscommunication,Medium,8.0,True,False,False
C102635,2024-01-10,CA,Call,Card Services,Delayed dispute resolution,Low,9.9,True,False,False
C133968,2024-01-10,US,Call,Rewards & Membership,Agent miscommunication,Medium,3.6,True,False,False
C105570,2024-01-10,MX,Chat,Digital/App,Billing/charge discrepancy,Medium,4.3,True,False,False
C103587,2024-01-10,CA,Call,Travel & Lifestyle,Fraud/unauthorized charge handling,High,10.4,True,True,True
C107109,2024-01-10,US,Call,Merchant Services,Delayed dispute resolution,Low,4.1,True,True,False
C118492,2024-01-10,US,Chat,Rewards & Membership,Billing/charge discrepancy,Low,11.0,True,False,False
C128617,2024-01-10,US,Chat,Card Services,Agent miscommunication,Medium,2.8,False,False,False
C109187,2024-01-10,US,Call,Card Services,Delayed dispute resolution,Low,0.8,True,False,False
C128300,2024-01-10,UK,Chat,Billing & Statements,Fraud/unauthorized charge handling,Medium,4.2,False,False,False
C110648,2024-01-10,UK,Chat,Billing & Statements,Billing/charge discrepancy,High,5.9,True,False,True
C109265,2024-01-10,US,Call,Digital/App,Other,Low,3.1,True,False,False
C108635,2024-01-10,UK,Call,Travel & Lifestyle,Privacy/data handling concern,Medium,3.2,True,False,False
C105368,2024-01-10,US,Call,Merchant Services,Fraud/unauthorized charge handling,Medium,8.7,True,False,False
C143627,2024-01-10,SG,Email,Billing & Statements,Rewards/points not credited,Low,8.8,True,False,False
